collision_date,contributing_factor,num_contributing_factor
2014-03-08,Cell Phone (hands-free),1
2015-02-01,Cell Phone (hand-held),1
2013-03-16,Cell Phone (hands-free),1
2014-10-10,Drugs (Illegal),1
2017-07-10,Cell Phone (hand-Held),2
2016-06-25,Cell Phone (hand-Held),1
2021-06-05,Cell Phone (hand-Held),1
2016-02-14,Drugs (Illegal),2
2014-01-22,Windshield Inadequate,1
2013-02-19,Tow Hitch Defective,1
2014-05-04,Cell Phone (hands-free),1
2015-08-20,Drugs (Illegal),1
2015-08-24,Tow Hitch Defective,1
2015-06-11,Drugs (Illegal),1
2019-01-22,Tow Hitch Defective,1
2014-06-09,Cell Phone (hands-free),1
2016-03-15,Cell Phone (hands-free),1
2020-05-23,Tow Hitch Defective,1
2012-08-12,Drugs (Illegal),2
2022-02-10,Other Lighting Defects,1
2014-05-07,Cell Phone (hands-free),1
2012-10-17,Cell Phone (hands-free),1
2013-08-22,Drugs (Illegal),1
2022-04-15,Vehicle Vandalism,1
2016-10-10,Listening/Using Headphones,1
2022-03-15,Vehicle Vandalism,1
2020-03-06,Cell Phone (hand-Held),2
2017-07-12,Headlights Defective,1
2014-06-28,Drugs (Illegal),1
2021-02-16,Cell Phone (hand-Held),1
2019-06-27,Other Lighting Defects,1
2015-05-30,Windshield Inadequate,1
2014-02-05,Drugs (Illegal),1
2015-10-03,Drugs (Illegal),1
2014-02-28,Windshield Inadequate,1
2014-07-13,Tow Hitch Defective,1
2017-04-10,Cell Phone (hand-Held),1
2019-08-17,Tow Hitch Defective,1
2014-01-14,Cell Phone (hands-free),1
2014-07-09,Drugs (Illegal),1
2022-05-12,Other Lighting Defects,1
2015-08-30,Drugs (Illegal),1
2013-08-09,Headlights Defective,1
2015-11-05,Cell Phone (hands-free),1
2015-06-05,Cell Phone (hands-free),1
2018-10-26,Tinted Windows,1
2016-10-10,Texting,1
2018-10-23,Eating or Drinking,1
2014-07-29,Tow Hitch Defective,1
2012-10-03,Drugs (Illegal),1
2016-04-06,Cell Phone (hands-free),1
2016-12-10,Tinted Windows,2
2014-09-24,Drugs (Illegal),1
2014-08-02,Other Lighting Defects,1
2014-11-07,Drugs (Illegal),1
2013-07-14,Drugs (Illegal),1
2016-08-02,Cell Phone (hand-Held),1
2020-04-10,Other Lighting Defects,1
2017-10-13,Texting,1
2015-03-10,Drugs (Illegal),2
2013-02-07,Cell Phone (hands-free),1
2015-12-04,Cell Phone (hand-held),1
2015-02-28,Drugs (Illegal),1
2018-06-09,Cell Phone (hand-Held),1
2015-09-14,Tow Hitch Defective,1
2013-11-02,Headlights Defective,1
2015-10-03,Tow Hitch Defective,1
2016-04-11,Other Lighting Defects,1
2015-08-18,Cell Phone (hands-free),1
2013-02-06,Headlights Defective,1
2021-05-26,Texting,1
2014-03-19,Shoulders Defective/Improper,1
2014-01-27,Cell Phone (hands-free),1
2015-08-31,Headlights Defective,1
2017-06-08,Headlights Defective,1
2019-11-01,Cell Phone (hand-Held),1
2015-03-10,Cell Phone (hands-free),1
2014-06-17,Cell Phone (hands-free),1
2019-06-12,Tow Hitch Defective,1
2021-08-09,Tow Hitch Defective,1
2016-01-20,Other Lighting Defects,1
2015-10-23,Cell Phone (hands-free),1
2016-03-09,Windshield Inadequate,1
2020-02-02,Eating or Drinking,1
2020-12-31,Cell Phone (hand-Held),1
2014-07-04,Windshield Inadequate,1
2016-04-15,80,2
2019-12-02,Tow Hitch Defective,1
2016-04-08,80,2
2022-11-12,Cell Phone (hand-Held),1
2012-07-31,Drugs (Illegal),1
2022-01-15,Cell Phone (hand-Held),2
2013-12-09,Cell Phone (hands-free),1
2022-08-23,Tow Hitch Defective,1
2012-09-27,Drugs (Illegal),3
2019-04-12,Headlights Defective,1
2018-11-06,Headlights Defective,1
2014-07-26,Cell Phone (hands-free),1
2016-04-01,80,6
2016-04-17,80,2
2016-09-13,Using On Board Navigation Device,1
2015-01-09,Other Lighting Defects,1
2018-05-12,Other Lighting Defects,1
2018-08-09,Cell Phone (hand-Held),1
2014-01-21,Cell Phone (hands-free),1
2020-07-31,Vehicle Vandalism,1
2018-07-29,Shoulders Defective/Improper,1
2015-07-22,Cell Phone (hands-free),1
2022-06-18,Cell Phone (hand-Held),1
2018-04-28,Using On Board Navigation Device,1
2012-07-02,Drugs (Illegal),1
2017-04-10,Other Lighting Defects,1
2019-06-26,Tow Hitch Defective,1
2015-08-24,Cell Phone (hand-held),1
2020-09-03,Cell Phone (hand-Held),1
2021-01-22,Shoulders Defective/Improper,1
2016-04-16,80,2
2018-04-29,Cell Phone (hand-Held),2
2014-01-18,Drugs (Illegal),1
2016-12-20,Windshield Inadequate,1
2020-04-10,Using On Board Navigation Device,1
2013-07-23,Drugs (Illegal),1
2015-02-01,Drugs (Illegal),1
2017-02-17,Eating or Drinking,1
2018-02-25,Cell Phone (hand-Held),1
2015-12-11,Drugs (Illegal),1
2014-11-17,Other Lighting Defects,1
2012-11-20,Shoulders Defective/Improper,1
2013-08-03,Drugs (Illegal),1
2022-06-01,Cell Phone (hand-Held),2
2016-04-15,Vehicle Vandalism,1
2022-06-27,Cell Phone (hand-Held),1
2018-10-06,Headlights Defective,1
2012-10-06,Cell Phone (hands-free),1
2013-03-12,Drugs (Illegal),1
2022-01-05,Tinted Windows,1
2012-08-26,Tow Hitch Defective,1
2021-11-19,Cell Phone (hand-Held),1
2022-07-13,Eating or Drinking,1
2018-07-09,Cell Phone (hand-Held),1
2021-08-21,Vehicle Vandalism,1
2016-10-19,Tinted Windows,1
2013-08-20,Tow Hitch Defective,2
2017-08-11,Cell Phone (hand-Held),1
2019-06-27,Vehicle Vandalism,1
2014-04-24,Drugs (Illegal),1
2014-01-21,Drugs (Illegal),3
2022-06-26,Vehicle Vandalism,1
2017-06-11,Cell Phone (hand-Held),1
2018-10-09,Other Lighting Defects,2
2016-03-14,Cell Phone (hand-Held),1
2016-02-22,Drugs (Illegal),1
2020-11-03,Shoulders Defective/Improper,1
2019-04-29,Cell Phone (hand-Held),1
2012-11-12,Shoulders Defective/Improper,1
2013-04-29,Tow Hitch Defective,2
2015-08-14,Cell Phone (hands-free),2
2012-12-30,Cell Phone (hands-free),1
2015-09-14,Cell Phone (hands-free),2
2013-05-31,Cell Phone (hand-held),1
2014-03-21,Cell Phone (hands-free),1
2022-03-18,Other Lighting Defects,1
2019-02-14,Other Lighting Defects,1
2017-05-13,Tinted Windows,1
2016-04-07,80,1
2018-07-20,Tow Hitch Defective,1
2016-05-09,Headlights Defective,1
2015-11-16,Cell Phone (hands-free),1
2018-10-17,Listening/Using Headphones,1
2017-07-27,Cell Phone (hand-Held),1
2021-08-23,Eating or Drinking,1
2017-03-24,Cell Phone (hand-Held),1
2016-07-10,Vehicle Vandalism,1
2015-05-11,Cell Phone (hands-free),1
2016-01-06,Cell Phone (hands-free),1
2013-09-03,Tow Hitch Defective,1
2020-05-22,Shoulders Defective/Improper,1
2019-04-16,Cell Phone (hand-Held),1
2018-07-25,Windshield Inadequate,1
2021-05-24,Vehicle Vandalism,1
2013-09-27,Drugs (Illegal),2
2014-10-05,Tow Hitch Defective,1
2014-02-22,Drugs (Illegal),1
2015-10-05,Cell Phone (hands-free),1
2016-02-19,Cell Phone (hands-free),1
2013-08-20,Cell Phone (hands-free),2
2016-04-14,Eating or Drinking,1
2018-07-23,Cell Phone (hand-Held),1
2018-05-08,Eating or Drinking,1
2016-10-05,Tinted Windows,1
2017-11-09,Headlights Defective,1
2020-09-18,Cell Phone (hand-Held),1
2016-02-21,Drugs (Illegal),1
2014-09-26,Shoulders Defective/Improper,1
2018-08-23,Vehicle Vandalism,1
2018-04-24,Cell Phone (hand-Held),1
2013-02-10,Drugs (Illegal),1
2019-11-21,Tinted Windows,1
2021-06-12,Vehicle Vandalism,1
2021-09-09,Eating or Drinking,1
2018-06-18,Vehicle Vandalism,1
2016-10-15,Shoulders Defective/Improper,1
2020-01-02,Vehicle Vandalism,1
2017-02-17,Tinted Windows,1
2013-04-08,Drugs (Illegal),1
2013-05-15,Drugs (Illegal),1
2017-10-21,Cell Phone (hand-Held),1
2015-12-07,Windshield Inadequate,1
2021-12-05,Cell Phone (hand-Held),1
2020-05-29,Tinted Windows,1
2018-05-06,Using On Board Navigation Device,1
2015-03-07,Drugs (Illegal),1
2015-10-28,Other Lighting Defects,1
2015-08-17,Windshield Inadequate,1
2015-07-29,Cell Phone (hands-free),1
2016-04-04,Tinted Windows,1
2021-02-26,Texting,1
2016-02-10,Cell Phone (hands-free),1
2015-05-11,Drugs (Illegal),1
2017-08-25,Cell Phone (hand-Held),1
2019-03-13,Other Lighting Defects,1
2020-03-06,Headlights Defective,1
2014-03-31,Cell Phone (hands-free),1
2013-01-27,Tow Hitch Defective,1
2016-04-16,Using On Board Navigation Device,1
2018-10-04,Tow Hitch Defective,1
2019-12-23,Vehicle Vandalism,1
2012-10-15,Headlights Defective,1
2022-11-03,Cell Phone (hand-Held),1
2018-03-24,Vehicle Vandalism,1
2016-01-06,Drugs (Illegal),1
2014-03-19,Drugs (Illegal),1
2021-03-01,Using On Board Navigation Device,1
2021-03-25,Using On Board Navigation Device,1
2021-08-05,Cell Phone (hand-Held),1
2013-08-24,Cell Phone (hands-free),1
2013-03-08,Drugs (Illegal),1
2013-03-17,Cell Phone (hand-held),2
2016-08-29,Cell Phone (hand-Held),2
2017-04-09,Cell Phone (hand-Held),1
2015-03-05,Drugs (Illegal),1
2015-11-04,Cell Phone (hands-free),1
2016-03-24,Using On Board Navigation Device,2
2017-07-17,Tinted Windows,1
2020-07-30,Cell Phone (hand-Held),1
2020-03-06,Tow Hitch Defective,1
2017-01-11,Headlights Defective,1
2021-05-09,Tinted Windows,1
2014-08-16,Drugs (Illegal),1
2016-05-23,Cell Phone (hand-Held),1
2021-08-15,Cell Phone (hand-Held),1
2016-03-24,80,2
2015-06-14,Cell Phone (hands-free),1
2015-05-06,Tow Hitch Defective,1
2014-05-30,Other Lighting Defects,1
2020-04-07,Eating or Drinking,1
2022-10-04,Tinted Windows,1
2020-02-09,Cell Phone (hand-Held),1
2015-01-06,Drugs (Illegal),2
2015-05-08,Other Lighting Defects,1
2012-11-12,Drugs (Illegal),1
2017-04-30,Headlights Defective,1
2022-05-22,Cell Phone (hand-Held),1
2016-04-16,Cell Phone (hand-Held),1
2018-06-25,Vehicle Vandalism,1
2013-08-01,Drugs (Illegal),1
2017-05-17,Eating or Drinking,1
2016-11-22,Other Lighting Defects,1
2019-08-18,Vehicle Vandalism,1
2016-08-15,Cell Phone (hand-Held),1
2016-12-06,Tinted Windows,1
2015-12-09,Shoulders Defective/Improper,1
2017-07-11,Cell Phone (hand-Held),1
2016-08-23,Cell Phone (hand-Held),1
2013-02-05,Shoulders Defective/Improper,1
2016-11-08,Eating or Drinking,1
2015-08-04,Cell Phone (hands-free),1
2019-04-27,Cell Phone (hand-Held),1
2016-08-16,Tow Hitch Defective,1
2022-08-14,Eating or Drinking,1
2020-03-21,Cell Phone (hand-Held),1
2015-03-29,Cell Phone (hand-held),1
2016-06-23,Tow Hitch Defective,1
2016-06-30,Vehicle Vandalism,1
2015-09-25,Drugs (Illegal),2
2018-06-16,Cell Phone (hand-Held),2
2014-04-14,Drugs (Illegal),1
2016-04-23,80,1
2017-01-24,Eating or Drinking,1
2017-09-18,Vehicle Vandalism,2
2019-11-05,Eating or Drinking,1
2012-10-25,Cell Phone (hands-free),1
2022-08-20,Cell Phone (hand-Held),1
2019-04-06,Tow Hitch Defective,2
2013-03-17,Drugs (Illegal),1
2013-12-03,Drugs (Illegal),1
2018-07-08,Cell Phone (hand-Held),3
2016-08-08,Shoulders Defective/Improper,1
2013-09-23,Tow Hitch Defective,1
2022-06-05,Eating or Drinking,1
2019-09-05,Eating or Drinking,1
2015-11-12,Drugs (Illegal),1
2017-01-21,Texting,1
2018-05-27,Other Lighting Defects,1
2015-09-13,Drugs (Illegal),1
2013-04-26,Cell Phone (hands-free),1
2015-10-27,Windshield Inadequate,1
2019-06-23,Tow Hitch Defective,1
2022-08-17,Tow Hitch Defective,1
2019-09-12,Eating or Drinking,1
2019-05-25,Other Lighting Defects,1
2016-10-03,Vehicle Vandalism,1
2015-01-18,Drugs (Illegal),1
2019-03-18,Other Lighting Defects,1
2017-10-28,Cell Phone (hand-Held),1
2017-03-27,Tow Hitch Defective,1
2020-12-08,Tinted Windows,1
2022-09-03,Eating or Drinking,1
2021-01-29,Cell Phone (hand-Held),1
2021-03-18,Cell Phone (hand-Held),1
2014-04-11,Drugs (Illegal),1
2022-08-04,Cell Phone (hand-Held),1
2013-03-31,Drugs (Illegal),1
2017-12-01,Tinted Windows,1
2022-08-30,Other Lighting Defects,1
2021-11-13,Other Lighting Defects,1
2015-04-14,Drugs (Illegal),1
2014-08-03,Windshield Inadequate,1
2014-06-04,Drugs (Illegal),1
2014-05-26,Drugs (Illegal),1
2020-10-29,Using On Board Navigation Device,1
2013-01-23,Drugs (Illegal),1
2012-11-13,Tow Hitch Defective,1
2014-03-06,Cell Phone (hands-free),1
2013-12-11,Shoulders Defective/Improper,1
2019-06-11,Tow Hitch Defective,1
2022-12-04,Other Lighting Defects,1
2019-10-27,Headlights Defective,1
2016-08-03,Cell Phone (hand-Held),1
2021-07-09,Tinted Windows,1
2022-10-29,Cell Phone (hand-Held),1
2021-10-28,Other Lighting Defects,1
2016-10-30,Eating or Drinking,1
2012-10-16,Other Lighting Defects,1
2020-01-13,Headlights Defective,1
2016-04-09,Cell Phone (hand-Held),2
2016-07-11,Using On Board Navigation Device,1
2016-05-29,Cell Phone (hand-Held),1
2020-09-29,Cell Phone (hand-Held),1
2016-04-20,Cell Phone (hand-Held),3
2014-08-27,Cell Phone (hand-held),2
2017-04-28,Tow Hitch Defective,1
2017-09-06,Texting,1
2022-08-04,Listening/Using Headphones,1
2019-07-15,Cell Phone (hand-Held),1
2013-10-03,Cell Phone (hands-free),1
2015-09-13,Cell Phone (hands-free),1
2017-02-16,Cell Phone (hand-Held),1
2018-05-27,Cell Phone (hand-Held),1
2021-06-30,Cell Phone (hand-Held),1
2014-02-13,Drugs (Illegal),1
2016-04-11,Vehicle Vandalism,2
2016-09-14,Listening/Using Headphones,1
2017-12-21,Using On Board Navigation Device,1
2014-02-19,Windshield Inadequate,1
2022-09-07,Vehicle Vandalism,1
2013-10-19,Cell Phone (hand-held),1
2016-05-09,Cell Phone (hand-Held),1
2016-01-20,Cell Phone (hands-free),1
2012-10-18,Cell Phone (hands-free),1
2016-07-23,Cell Phone (hand-Held),1
2014-04-07,Cell Phone (hands-free),1
2014-04-29,Drugs (Illegal),1
2019-02-15,Using On Board Navigation Device,1
2018-12-13,Tinted Windows,2
2019-04-24,Tow Hitch Defective,1
2021-04-03,Using On Board Navigation Device,1
2014-07-10,Cell Phone (hands-free),1
2018-01-22,Eating or Drinking,1
2013-07-08,Drugs (Illegal),1
2021-08-08,Using On Board Navigation Device,1
2014-05-14,Drugs (Illegal),2
2012-09-02,Cell Phone (hands-free),1
2020-03-08,Shoulders Defective/Improper,1
2016-04-23,Texting,1
2013-07-19,Cell Phone (hand-held),1
2022-04-02,Texting,1
2015-04-27,Tow Hitch Defective,1
2016-07-14,Using On Board Navigation Device,1
2016-01-14,Cell Phone (hands-free),1
2015-05-08,Drugs (Illegal),1
2017-05-29,Tow Hitch Defective,1
2013-12-06,Windshield Inadequate,1
2014-07-06,Drugs (Illegal),3
2020-06-22,Cell Phone (hands-free),1
2012-09-21,Cell Phone (hands-free),1
2016-04-05,Using On Board Navigation Device,1
2014-10-09,Tow Hitch Defective,1
2016-06-12,Using On Board Navigation Device,1
2020-07-11,Eating or Drinking,1
2012-09-28,Drugs (Illegal),1
2013-03-12,Tow Hitch Defective,1
2015-04-15,Drugs (Illegal),2
2016-03-19,Cell Phone (hand-Held),2
2016-06-17,Cell Phone (hands-free),1
2018-12-19,Cell Phone (hands-free),1
2014-12-23,Drugs (Illegal),1
2017-03-31,Other Lighting Defects,1
2013-05-11,Drugs (Illegal),3
2017-11-24,Cell Phone (hand-Held),1
2014-01-09,Cell Phone (hand-held),1
2016-06-26,Vehicle Vandalism,1
2019-01-11,Using On Board Navigation Device,1
2018-07-29,Tow Hitch Defective,1
2014-07-20,Tow Hitch Defective,1
2018-02-09,Cell Phone (hands-free),1
2012-07-14,Other Lighting Defects,1
2022-03-04,Other Lighting Defects,1
2016-04-13,Eating or Drinking,3
2021-01-14,Other Lighting Defects,1
2018-07-13,Other Lighting Defects,1
2019-08-20,Using On Board Navigation Device,2
2019-01-27,Cell Phone (hand-Held),1
2013-03-31,Headlights Defective,1
2019-10-25,Cell Phone (hand-Held),1
2019-09-07,Cell Phone (hands-free),1
2017-06-14,Cell Phone (hand-Held),1
2020-06-06,Other Lighting Defects,1
2018-02-17,Using On Board Navigation Device,1
2016-08-15,Cell Phone (hands-free),1
2017-05-20,Cell Phone (hand-Held),1
2017-04-12,Using On Board Navigation Device,1
2022-03-04,Vehicle Vandalism,1
2018-07-21,Vehicle Vandalism,1
2022-04-18,Other Lighting Defects,1
2017-04-26,Eating or Drinking,1
2019-05-31,Cell Phone (hands-free),1
2021-11-06,Vehicle Vandalism,1
2021-08-23,Shoulders Defective/Improper,1
2022-10-08,Tinted Windows,1
2019-06-15,Cell Phone (hand-Held),1
2018-06-24,Cell Phone (hand-Held),1
2018-10-12,Other Lighting Defects,1
2022-11-23,Using On Board Navigation Device,1
2021-04-01,Cell Phone (hand-Held),1
2021-09-14,Tinted Windows,1
2019-10-01,Tow Hitch Defective,1
2018-11-13,Cell Phone (hand-Held),1
2021-11-16,Cell Phone (hand-Held),1
2020-03-04,Listening/Using Headphones,1
2018-11-14,Cell Phone (hand-Held),1
2016-04-15,Cell Phone (hand-Held),1
2017-12-01,Using On Board Navigation Device,1
2021-12-16,Other Lighting Defects,1
2017-08-06,Vehicle Vandalism,1
2016-11-07,Cell Phone (hand-Held),1
2016-04-22,80,2
2017-02-28,Cell Phone (hand-Held),1
2021-09-29,Cell Phone (hand-Held),1
2021-06-19,Other Lighting Defects,1
2021-10-02,Tinted Windows,1
2017-02-25,Tow Hitch Defective,1
2022-08-13,Tow Hitch Defective,1
2019-09-02,Using On Board Navigation Device,1
2017-08-28,Cell Phone (hand-Held),1
2018-08-03,Cell Phone (hand-Held),3
2018-06-17,Other Lighting Defects,1
2017-05-23,Tow Hitch Defective,1
2022-06-29,Shoulders Defective/Improper,1
2016-08-31,Other Lighting Defects,1
2017-02-22,Headlights Defective,1
2020-02-25,Cell Phone (hand-Held),1
2017-11-15,Headlights Defective,1
2016-03-28,Cell Phone (hand-Held),1
2019-07-19,Windshield Inadequate,1
2017-10-23,Cell Phone (hand-Held),1
2022-03-22,Headlights Defective,1
2021-12-14,Cell Phone (hand-Held),1
2018-09-02,Other Lighting Defects,1
2016-11-16,Other Lighting Defects,1
2020-11-09,Cell Phone (hand-Held),3
2018-01-31,Tow Hitch Defective,1
2022-02-11,Other Lighting Defects,1
2020-03-08,Eating or Drinking,1
2016-11-25,Shoulders Defective/Improper,1
2022-09-08,Other Lighting Defects,2
2018-10-28,Cell Phone (hands-free),1
2019-01-17,Tow Hitch Defective,1
2018-03-08,Vehicle Vandalism,1
2022-06-29,Cell Phone (hand-Held),1
2016-09-01,Cell Phone (hand-Held),2
2017-02-25,Cell Phone (hand-Held),1
2019-10-18,Cell Phone (hand-Held),1
2018-01-22,Other Lighting Defects,1
2019-01-06,Tinted Windows,1
2019-02-19,Tinted Windows,2
2021-11-06,Cell Phone (hand-Held),1
2019-04-01,Tinted Windows,1
2019-01-08,Shoulders Defective/Improper,1
2019-10-26,Tow Hitch Defective,1
2016-08-17,Texting,1
2016-11-13,Texting,1
2018-11-19,Vehicle Vandalism,2
2018-08-01,Tow Hitch Defective,1
2016-07-27,Cell Phone (hand-Held),1
2022-08-03,Cell Phone (hand-Held),1
2018-09-19,Eating or Drinking,1
2019-10-04,Using On Board Navigation Device,1
2017-05-20,Using On Board Navigation Device,3
2016-10-29,Cell Phone (hand-Held),1
2021-08-02,Shoulders Defective/Improper,1
2019-04-10,Shoulders Defective/Improper,1
2016-10-12,Tinted Windows,1
2017-11-22,Tinted Windows,1
2020-09-04,Cell Phone (hand-Held),2
2018-11-21,Cell Phone (hand-Held),1
2019-09-23,Cell Phone (hand-Held),1
2019-02-07,Using On Board Navigation Device,1
2018-04-16,Texting,1
2017-05-17,Shoulders Defective/Improper,1
2021-04-24,Using On Board Navigation Device,1
2017-04-06,Texting,1
2016-12-15,Cell Phone (hand-Held),1
2016-08-12,Cell Phone (hands-free),1
2021-02-19,Vehicle Vandalism,1
2019-07-15,Tow Hitch Defective,1
2018-10-31,Eating or Drinking,1
2021-07-30,Tow Hitch Defective,1
2016-09-05,Cell Phone (hand-Held),1
2012-07-01,Tow Hitch Defective,1
2017-04-30,Other Lighting Defects,1
2022-09-03,Cell Phone (hand-Held),1
2016-10-15,Vehicle Vandalism,1
2018-07-25,Using On Board Navigation Device,1
2017-11-07,Vehicle Vandalism,1
2017-03-23,Using On Board Navigation Device,1
2020-02-21,Cell Phone (hand-Held),1
2020-06-08,Tinted Windows,1
2019-06-02,Using On Board Navigation Device,1
2021-11-14,Eating or Drinking,1
2019-04-06,Cell Phone (hand-Held),1
2015-11-27,Drugs (Illegal),1
2015-05-22,Drugs (Illegal),1
2015-02-22,Drugs (Illegal),1
2012-09-15,Shoulders Defective/Improper,1
2013-02-05,Tow Hitch Defective,1
2013-11-02,Cell Phone (hand-held),1
2016-03-08,Drugs (Illegal),1
2012-09-30,Cell Phone (hand-held),1
2015-08-10,Drugs (Illegal),2
2015-04-24,Cell Phone (hand-held),1
2016-03-02,Cell Phone (hand-held),1
2013-02-01,Cell Phone (hands-free),1
2015-04-04,Drugs (Illegal),1
2015-07-20,Cell Phone (hands-free),1
2015-08-07,Drugs (Illegal),1
2015-09-11,Shoulders Defective/Improper,1
2014-09-21,Drugs (Illegal),1
2015-09-01,Cell Phone (hands-free),1
2015-11-07,Cell Phone (hands-free),1
2014-05-21,Windshield Inadequate,2
2013-08-07,Cell Phone (hands-free),1
2016-08-19,Using On Board Navigation Device,1
2018-04-19,Texting,1
2015-02-19,Tow Hitch Defective,1
2020-08-03,Cell Phone (hands-free),1
2018-04-21,Using On Board Navigation Device,1
2020-01-07,Other Lighting Defects,1
2013-12-22,Drugs (Illegal),1
2015-04-21,Headlights Defective,1
2015-04-02,Tow Hitch Defective,1
2015-07-15,Cell Phone (hands-free),1
2016-06-15,Texting,1
2018-10-27,Using On Board Navigation Device,1
2016-12-26,Cell Phone (hand-Held),1
2014-08-20,Cell Phone (hands-free),1
2013-11-25,Cell Phone (hands-free),1
2013-11-18,Drugs (Illegal),2
2020-11-11,Cell Phone (hand-Held),1
2019-04-07,Vehicle Vandalism,1
2014-04-28,Cell Phone (hand-held),2
2014-06-10,Cell Phone (hand-held),1
2013-04-22,Drugs (Illegal),1
2018-11-23,Texting,1
2016-02-09,Drugs (Illegal),1
2021-05-29,Using On Board Navigation Device,1
2017-11-08,Using On Board Navigation Device,1
2014-05-02,Cell Phone (hands-free),2
2016-04-01,Eating or Drinking,1
2016-01-12,Drugs (Illegal),1
2021-06-30,Vehicle Vandalism,1
2017-08-29,Cell Phone (hands-free),1
2012-07-15,Cell Phone (hand-held),1
2015-03-31,Cell Phone (hand-held),1
2021-09-01,Tinted Windows,1
2016-02-06,Drugs (Illegal),1
2020-02-25,Tinted Windows,1
2015-09-05,Cell Phone (hand-held),1
2013-07-12,Headlights Defective,1
2017-03-09,Cell Phone (hand-Held),1
2017-04-19,Tinted Windows,1
2017-08-04,Cell Phone (hand-Held),1
2022-09-07,Other Lighting Defects,1
2014-04-13,Drugs (Illegal),1
2013-06-11,Drugs (Illegal),1
2013-09-29,Cell Phone (hands-free),1
2014-05-08,Drugs (Illegal),2
2013-05-28,Drugs (Illegal),1
2020-08-23,Cell Phone (hand-Held),2
2015-05-17,Drugs (Illegal),1
2015-07-07,Cell Phone (hand-held),1
2016-02-25,Drugs (Illegal),1
2015-09-22,Shoulders Defective/Improper,1
2021-09-08,Shoulders Defective/Improper,1
2019-04-29,Tinted Windows,1
2015-03-12,Windshield Inadequate,1
